CIP13,NOM COURT,PRODUIT,Code EphMRA,Classe EphMRA,"Code
ATC","Classe
ATC","Code
ATC 2","Libellé
ATC 2",Base de remboursement Année 2017,"Nombre de boites remboursées     
Année 2017",Montant remboursé     Année 2017
3400939327150,LOSARTAN EG 50 MG CPR SEC 90,LOSARTAN EG,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"100,306 €","7,025","77,542 €"
3400938575347,LOSARTAN EVOLUGEN 100 MG CPR 30,LOSARTAN EVOLUGEN,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"14,878 €","2,998","12,489 €"
3400949640775,LOSARTAN EVOLUGEN 100 MG CPR 90,LOSARTAN EVOLUGEN,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"17,731 €","1,240","14,134 €"
3400939466927,LOSARTAN EVOLUGEN 50 MG CPR SEC 30,LOSARTAN EVOLUGEN,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"35,385 €","7,110","29,985 €"
3400939467009,LOSARTAN EVOLUGEN 50 MG CPR SEC 90,LOSARTAN EVOLUGEN,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"34,266 €","2,400","26,784 €"
3400937515573,LOSARTAN INTAS 100 MG CPR 30,LOSARTAN INTAS,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,521 €,106,429 €
3400937515924,LOSARTAN INTAS 100 MG CPR 90,LOSARTAN INTAS,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,514 €,36,435 €
3400937516693,LOSARTAN INTAS 50 MG CPR SEC 30,LOSARTAN INTAS,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,587 €,126,469 €
3400937516983,LOSARTAN INTAS 50 MG CPR SEC 90,LOSARTAN INTAS,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,231 €,15,183 €
3400939621425,LOSARTAN KRKA 100 MG CPR 30,LOSARTAN KRKA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"4,230 €",860,"3,611 €"
3400926632717,LOSARTAN KRKA 100 MG CPR 90,LOSARTAN KRKA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"4,880 €",347,"3,850 €"
3400926632076,LOSARTAN KRKA 50 MG CPR SEC 30,LOSARTAN KRKA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"10,026 €","2,038","8,395 €"
3400926632366,LOSARTAN KRKA 50 MG CPR SEC 90,LOSARTAN KRKA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"10,188 €",716,"8,206 €"
3400938356564,LOSARTAN MYLAN 100 MG CPR 28,LOSARTAN MYLAN,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"363,018 €","77,728","308,014 €"
3400938356915,LOSARTAN MYLAN 100 MG CPR 90,LOSARTAN MYLAN,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"482,351 €","33,608","383,560 €"
3400938355505,LOSARTAN MYLAN 50 MG CPR SEC 28,LOSARTAN MYLAN,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"735,391 €","158,124","617,504 €"
3400938356045,LOSARTAN MYLAN 50 MG CPR SEC 90,LOSARTAN MYLAN,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"911,971 €","63,997","709,035 €"
3400935682963,LOSARTAN PFIZER 50 MG CPR SEC 30,LOSARTAN PFIZER,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,2 €,1,1 €
3400949317295,LOSARTAN PHR LAB 50 MG CPR SEC 30,LOSARTAN PHR LAB,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,5 €,1,3 €
3400939261003,LOSARTAN RANBAXY 100 MG CPR 28,LOSARTAN RANBAXY,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"8,343 €","1,792","7,144 €"
3400939261461,LOSARTAN RANBAXY 100 MG CPR 84,LOSARTAN RANBAXY,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"5,517 €",409,"4,325 €"
3400939260341,LOSARTAN RANBAXY 50 MG CPR 28,LOSARTAN RANBAXY,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"15,305 €","3,295","12,991 €"
3400939260631,LOSARTAN RANBAXY 50 MG CPR 84,LOSARTAN RANBAXY,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"8,963 €",671,"6,948 €"
3400938706413,LOSARTAN RATIOPHARM 100 MG CPR SEC 30,LOSARTAN RATIOPHARM,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,6 €,1,6 €
3400938705690,LOSARTAN RATIOPHARM 50 MG CPR SEC 30,LOSARTAN RATIOPHARM,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,15 €,3,10 €
3400939850603,LOSARTAN REF 100 MG CPR 30,LOSARTAN REF,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,5 €,1,3 €
3400939847870,LOSARTAN REF 50 MG CPR SEC 30,LOSARTAN REF,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,5 €,1,5 €
3400938771008,LOSARTAN SANDOZ 100 MG CPR 30,LOSARTAN SANDOZ,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"164,092 €","33,218","139,572 €"
3400938771695,LOSARTAN SANDOZ 100 MG CPR 90,LOSARTAN SANDOZ,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"211,048 €","14,793","166,945 €"
3400938876475,LOSARTAN SANDOZ 50 MG CPR SEC 30,LOSARTAN SANDOZ,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"322,778 €","65,328","272,069 €"
3400939652931,LOSARTAN SANDOZ 50 MG CPR SEC 90,LOSARTAN SANDOZ,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"389,618 €","27,502","303,781 €"
3400938301625,LOSARTAN TEVA 100 MG CPR SEC 30,LOSARTAN TEVA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"156,061 €","31,200","131,903 €"
3400938302684,LOSARTAN TEVA 100 MG CPR SEC 90,LOSARTAN TEVA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"201,981 €","14,062","160,589 €"
3400938298512,LOSARTAN TEVA 50 MG CPR SEC 30,LOSARTAN TEVA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"317,421 €","63,644","264,533 €"
3400938299403,LOSARTAN TEVA 50 MG CPR SEC 90,LOSARTAN TEVA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"378,297 €","26,509","293,421 €"
3400939495491,LOSARTAN WINTHROP 100 MG CPR 90,LOSARTAN WINTHROP,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,13 €,1,8 €
3400939646497,LOSARTAN ZENTIVA 100 MG CPR 28,LOSARTAN ZENTIVA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"175,106 €","33,263","150,406 €"
3400939646909,LOSARTAN ZENTIVA 100 MG CPR 90,LOSARTAN ZENTIVA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"191,991 €","12,619","152,406 €"
3400939645087,LOSARTAN ZENTIVA 50 MG CPR SEC 28,LOSARTAN ZENTIVA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"300,400 €","58,828","253,062 €"
3400939645667,LOSARTAN ZENTIVA 50 MG CPR SEC 90,LOSARTAN ZENTIVA,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"339,178 €","22,644","262,835 €"
3400938529272,LOSARTAN ZYDUS 100 MG CPR 30,LOSARTAN ZYDUS,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"21,725 €","4,364","18,152 €"
3400938529562,LOSARTAN ZYDUS 100 MG CPR 90,LOSARTAN ZYDUS,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"18,843 €","1,312","14,947 €"
3400938527841,LOSARTAN ZYDUS 50 MG CPR SEC 30,LOSARTAN ZYDUS,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"45,233 €","9,064","37,712 €"
3400938528152,LOSARTAN ZYDUS 50 MG CPR SEC 90,LOSARTAN ZYDUS,C09C,ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES,C09CA01,LOSARTAN,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"35,157 €","2,455","27,651 €"
3400921980417,"LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 MG/12,5 MG CPR 90",LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,13 €,1,8 €
3400938965636,LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 MG/25 MG CPR 84,LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,29 €,2,29 €
3400949975273,LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 MG/25 MG CPR 90,LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,13 €,1,8 €
3400949975334,LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 100 MG/25 MG CPR 90,LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,32 €,2,32 €
3400938906264,"LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 50 MG/12,5 MG CPR 28",LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,17 €,4,14 €
3400938981254,"LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 50 MG/12,5 MG CPR 84",LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,90 €,16,67 €
3400949975044,"LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS 50 MG/12,5 MG CPR 90",LOSARTAN/HYDROCHLOROTHIAZIDE ACTAVIS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,44 €,3,40 €
3400939895895,LOSARTAN/HYDROCHLOROTHIAZIDE ALMUS 100/25 MG CPR 90,LOSARTAN/HYDROCHLOROTHIAZIDE ALMUS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,37 €,2,24 €
3400939894256,"LOSARTAN/HYDROCHLOROTHIAZIDE ALMUS 50 MG/12,5 MG CPR 30",LOSARTAN/HYDROCHLOROTHIAZIDE ALMUS,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,9 €,2,6 €
3400938547191,LOSARTAN/HYDROCHLOROTHIAZIDE ALTER 100 MG/25 MG CPR SEC 28,LOSARTAN/HYDROCHLOROTHIAZIDE ALTER,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,10 €,2,10 €
3400938547252,LOSARTAN/HYDROCHLOROTHIAZIDE ALTER 100 MG/25 MG CPR SEC 30,LOSARTAN/HYDROCHLOROTHIAZIDE ALTER,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,6 €,1,6 €
3400938542578,"LOSARTAN/HYDROCHLOROTHIAZIDE ALTER 50 MG/12,5 MG CPR SEC 28",LOSARTAN/HYDROCHLOROTHIAZIDE ALTER,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,10 €,2,9 €
3400938542639,"LOSARTAN/HYDROCHLOROTHIAZIDE ALTER 50 MG/12,5 MG CPR SEC 30",LOSARTAN/HYDROCHLOROTHIAZIDE ALTER,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,8 €,1,5 €
3400938545760,"LOSARTAN/HYDROCHLOROTHIAZIDE ALTER 50 MG/12,5 MG CPR SEC 90",LOSARTAN/HYDROCHLOROTHIAZIDE ALTER,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,36 €,2,25 €
3400921975673,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 MG/12,5 MG CPR 30",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"1,059 €",191,909 €
3400921976045,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 MG/12,5 MG CPR 90",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"1,397 €",90,"1,106 €"
3400938546422,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 MG/25 MG CPR SEC 28,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,10 €,2,10 €
3400938546590,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 MG/25 MG CPR SEC 30,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"2,032 €",372,"1,716 €"
3400938546712,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 100 MG/25 MG CPR SEC 90,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"3,369 €",213,"2,745 €"
3400938541977,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 50 MG/12,5 MG CPR SEC 28",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,23 €,5,21 €
3400938542059,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 50 MG/12,5 MG CPR SEC 30",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"3,584 €",615,"2,964 €"
3400938545999,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW 50/12,5MG CPR SEC 90",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"1,830 €",124,"1,364 €"
3400921872965,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 MG/12,5 MG CPR 30",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"75,153 €","15,092","62,616 €"
3400921873337,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 MG/12,5 MG CPR 90",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"77,159 €","5,340","60,532 €"
3400921873856,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 MG/25 MG CPR 30,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"100,812 €","20,223","86,496 €"
3400921874396,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 MG/25 MG CPR 90,LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"110,333 €","7,724","90,257 €"
3400921871845,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 50 MG/12,5 MG CPR 30",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"94,907 €","19,066","77,432 €"
3400921872217,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 50 MG/12,5 MG CPR 90",LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB,C09D1,ASSOCIATIONS ANTAGONISTES DE L'ANGIOTENSINE II ET ANTIHYPERTENSEURS (C2) ET/OU DIURETIQUES,C09DA01,LOSARTAN ET DIURETIQUES,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"128,593 €","9,031","98,359 €"
